truth,predicted,count
Hawaii Intermediate Court of Appeals,Supreme Court of Connecticut,0
Hawaii Supreme Court,Supreme Court of Connecticut,0
Idaho Court of Appeals,Supreme Court of Connecticut,0
Idaho Supreme Court,Supreme Court of Connecticut,0
Illinois Supreme Court,Supreme Court of Connecticut,0
Indiana Court of Appeals,Supreme Court of Connecticut,0
Indiana Supreme Court,Supreme Court of Connecticut,0
Louisiana Attorney General Reports,Supreme Court of Connecticut,0
Louisiana Court of Appeal,Supreme Court of Connecticut,0
Massachusetts Appeals Court,Supreme Court of Connecticut,0
Massachusetts Supreme Judicial Court,Supreme Court of Connecticut,0
Michigan Supreme Court,Supreme Court of Connecticut,0
Mississippi Supreme Court,Supreme Court of Connecticut,0
Missouri Attorney General Reports,Supreme Court of Connecticut,0
Missouri Court of Appeals,Supreme Court of Connecticut,0
Montana Supreme Court,Supreme Court of Connecticut,0
Nebraska Attorney General Reports,Supreme Court of Connecticut,0
Nebraska Court of Appeals,Supreme Court of Connecticut,0
Nevada Supreme Court,Supreme Court of Connecticut,0
New Jersey Court of Chancery,Supreme Court of Connecticut,0
New Jersey Superior Court Appellate Division,Supreme Court of Connecticut,0
New Jersey Tax Court,Supreme Court of Connecticut,0
New Mexico Supreme Court,Supreme Court of Connecticut,0
New York Attorney General Reports,Supreme Court of Connecticut,0
New York Court of Appeals,Supreme Court of Connecticut,0
New York Supreme Court,Supreme Court of Connecticut,0
New York Surrogate's Court,Supreme Court of Connecticut,0
North Carolina Industrial Commission,Supreme Court of Connecticut,0
North Dakota Supreme Court,Supreme Court of Connecticut,0
Ohio Court of Appeals,Supreme Court of Connecticut,0
Ohio Supreme Court,Supreme Court of Connecticut,0
Oklahoma Attorney General Reports,Supreme Court of Connecticut,0
Oregon Supreme Court,Supreme Court of Connecticut,0
Oregon Tax Court,Supreme Court of Connecticut,0
South Dakota Supreme Court,Supreme Court of Connecticut,0
Superior Court of Delaware,Supreme Court of Connecticut,0
Superior Court of North Carolina,Supreme Court of Connecticut,0
Superior Court of Pennsylvania,Supreme Court of Connecticut,0
Superior Court of Rhode Island,Supreme Court of Connecticut,0
Supreme Court of Alabama,Supreme Court of Connecticut,0
Supreme Court of Arkansas,Supreme Court of Connecticut,0
Supreme Court of Colorado,Supreme Court of Connecticut,0
Supreme Court of Connecticut,Supreme Court of Connecticut,18
Supreme Court of Delaware,Supreme Court of Connecticut,0
Supreme Court of Florida,Supreme Court of Connecticut,0
Supreme Court of Georgia,Supreme Court of Connecticut,0
Supreme Court of Iowa,Supreme Court of Connecticut,0
Supreme Court of Kansas,Supreme Court of Connecticut,0
Supreme Court of Louisiana,Supreme Court of Connecticut,0
Supreme Court of Minnesota,Supreme Court of Connecticut,0
Supreme Court of Missouri,Supreme Court of Connecticut,0
Supreme Court of New Hampshire,Supreme Court of Connecticut,0
Supreme Court of New Jersey,Supreme Court of Connecticut,0
Supreme Court of North Carolina,Supreme Court of Connecticut,0
Supreme Court of Oklahoma,Supreme Court of Connecticut,0
Supreme Court of Pennsylvania,Supreme Court of Connecticut,0
Supreme Court of Puerto Rico,Supreme Court of Connecticut,0
Supreme Court of Rhode Island,Supreme Court of Connecticut,0
Supreme Court of South Carolina,Supreme Court of Connecticut,0
Supreme Court of the United States,Supreme Court of Connecticut,0
Supreme Court of Vermont,Supreme Court of Connecticut,0
Supreme Court of Virginia,Supreme Court of Connecticut,0
Tennessee Superior Court for Law and Equity,Supreme Court of Connecticut,0
Tennessee Supreme Court,Supreme Court of Connecticut,0
Texas Attorney General Reports,Supreme Court of Connecticut,0
"Texas Court of Appeals, 10th District (Waco)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 11th District (Eastland)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 12th District (Tyler)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 13th District",Supreme Court of Connecticut,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 3rd District (Austin)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 4th District (San Antonio)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 6th District (Texarkana)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 7th District (Amarillo)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 8th District (El Paso)",Supreme Court of Connecticut,0
"Texas Court of Appeals, 9th District (Beaumont)",Supreme Court of Connecticut,0
Texas Supreme Court,Supreme Court of Connecticut,0
U.S. Circuit Court for the District of District of Columbia,Supreme Court of Connecticut,0
U.S. Circuit Court for the District of Massachusetts,Supreme Court of Connecticut,0
United States Board of Tax Appeals,Supreme Court of Connecticut,0
United States Court of International Trade,Supreme Court of Connecticut,0
Utah Supreme Court,Supreme Court of Connecticut,0
Washington Supreme Court,Supreme Court of Connecticut,0
Wisconsin Supreme Court,Supreme Court of Connecticut,0
Alabama Court of Appeals,Supreme Court of Delaware,0
Alaska Supreme Court,Supreme Court of Delaware,0
Appellate Court of Illinois,Supreme Court of Delaware,0
Appellate Division of the Supreme Court of the State of New York,Supreme Court of Delaware,0
Arizona Supreme Court,Supreme Court of Delaware,0
Arkansas Attorney General Reports,Supreme Court of Delaware,0
Board of Veterans' Appeals,Supreme Court of Delaware,0
California Court of Appeal,Supreme Court of Delaware,0
California Supreme Court,Supreme Court of Delaware,0
Colorado Attorney General Reports,Supreme Court of Delaware,0
Colorado Court of Appeals,Supreme Court of Delaware,0
Commonwealth Court of Pennsylvania,Supreme Court of Delaware,0
Connecticut Appellate Court,Supreme Court of Delaware,0
Connecticut Superior Court,Supreme Court of Delaware,0
Court for the Trial of Impeachments and Correction of Errors,Supreme Court of Delaware,0
Court of Appeals for the D.C. Circuit,Supreme Court of Delaware,0
Court of Appeals for the Eighth Circuit,Supreme Court of Delaware,0
Court of Appeals for the Eleventh Circuit,Supreme Court of Delaware,0
Court of Appeals for the Federal Circuit,Supreme Court of Delaware,0
Court of Appeals for the Fifth Circuit,Supreme Court of Delaware,0
Court of Appeals for the First Circuit,Supreme Court of Delaware,0
Court of Appeals for the Fourth Circuit,Supreme Court of Delaware,0
Court of Appeals for the Ninth Circuit,Supreme Court of Delaware,0
Court of Appeals for the Second Circuit,Supreme Court of Delaware,0
Court of Appeals for the Seventh Circuit,Supreme Court of Delaware,0
Court of Appeals for the Sixth Circuit,Supreme Court of Delaware,0
Court of Appeals for the Tenth Circuit,Supreme Court of Delaware,0
Court of Appeals for the Third Circuit,Supreme Court of Delaware,0
Court of Appeals of Arkansas,Supreme Court of Delaware,0
Court of Appeals of Georgia,Supreme Court of Delaware,0
Court of Appeals of Iowa,Supreme Court of Delaware,0
Court of Appeals of Kansas,Supreme Court of Delaware,0
Court of Appeals of Kentucky (pre-1976),Supreme Court of Delaware,0
Court of Appeals of Maryland,Supreme Court of Delaware,0
Court of Appeals of Minnesota,Supreme Court of Delaware,0
Court of Appeals of Mississippi,Supreme Court of Delaware,0
Court of Appeals of North Carolina,Supreme Court of Delaware,0
Court of Appeals of Oregon,Supreme Court of Delaware,0
Court of Appeals of South Carolina,Supreme Court of Delaware,0
Court of Appeals of Texas,Supreme Court of Delaware,0
Court of Appeals of Washington,Supreme Court of Delaware,0
Court of Appeals of Wisconsin,Supreme Court of Delaware,0
Court of Chancery of Delaware,Supreme Court of Delaware,0
Court of Civil Appeals of Alabama,Supreme Court of Delaware,0
Court of Claims of Illinois,Supreme Court of Delaware,0
Court of Criminal Appeals of Alabama,Supreme Court of Delaware,0
Court of Criminal Appeals of Oklahoma,Supreme Court of Delaware,0
Court of Criminal Appeals of Texas,Supreme Court of Delaware,0
Court of Customs and Patent Appeals,Supreme Court of Delaware,0
Court of King's Bench,Supreme Court of Delaware,0
District Court of Appeal of Florida,Supreme Court of Delaware,0
"District Court, C.D. California",Supreme Court of Delaware,0
"District Court, D. Alaska",Supreme Court of Delaware,0
"District Court, D. Arizona",Supreme Court of Delaware,0
"District Court, D. Massachusetts",Supreme Court of Delaware,0
"District Court, D. New Hampshire",Supreme Court of Delaware,0
"District Court, D. New Jersey",Supreme Court of Delaware,0
"District Court, D. South Carolina",Supreme Court of Delaware,0
"District Court, District of Columbia",Supreme Court of Delaware,0
"District Court, E.D. California",Supreme Court of Delaware,0
"District Court, E.D. New York",Supreme Court of Delaware,0
"District Court, E.D. Pennsylvania",Supreme Court of Delaware,0
"District Court, M.D. Florida",Supreme Court of Delaware,0
"District Court, N.D. California",Supreme Court of Delaware,0
"District Court, N.D. Illinois",Supreme Court of Delaware,0
"District Court, N.D. Indiana",Supreme Court of Delaware,0
"District Court, S.D. Florida",Supreme Court of Delaware,0
"District Court, S.D. Illinois",Supreme Court of Delaware,0
"District Court, S.D. New York",Supreme Court of Delaware,0
"District Court, W.D. Michigan",Supreme Court of Delaware,0
District of Columbia Court of Appeals,Supreme Court of Delaware,0
Florida Attorney General Reports,Supreme Court of Delaware,0
Florida Fifth District Court of Appeal,Supreme Court of Delaware,0
Florida First District Court of Appeal,Supreme Court of Delaware,0
Florida Fourth District Court of Appeal,Supreme Court of Delaware,0
Florida Second District Court of Appeal,Supreme Court of Delaware,0
Florida Third District Court of Appeal,Supreme Court of Delaware,0
Hawaii Intermediate Court of Appeals,Supreme Court of Delaware,0
Hawaii Supreme Court,Supreme Court of Delaware,0
Idaho Court of Appeals,Supreme Court of Delaware,0
Idaho Supreme Court,Supreme Court of Delaware,0
Illinois Supreme Court,Supreme Court of Delaware,0
Indiana Court of Appeals,Supreme Court of Delaware,0
Indiana Supreme Court,Supreme Court of Delaware,0
Louisiana Attorney General Reports,Supreme Court of Delaware,0
Louisiana Court of Appeal,Supreme Court of Delaware,0
Massachusetts Appeals Court,Supreme Court of Delaware,0
Massachusetts Supreme Judicial Court,Supreme Court of Delaware,0
Michigan Supreme Court,Supreme Court of Delaware,0
Mississippi Supreme Court,Supreme Court of Delaware,0
Missouri Attorney General Reports,Supreme Court of Delaware,0
Missouri Court of Appeals,Supreme Court of Delaware,0
Montana Supreme Court,Supreme Court of Delaware,0
Nebraska Attorney General Reports,Supreme Court of Delaware,0
Nebraska Court of Appeals,Supreme Court of Delaware,0
Nevada Supreme Court,Supreme Court of Delaware,0
New Jersey Court of Chancery,Supreme Court of Delaware,0
New Jersey Superior Court Appellate Division,Supreme Court of Delaware,0
New Jersey Tax Court,Supreme Court of Delaware,0
New Mexico Supreme Court,Supreme Court of Delaware,0
New York Attorney General Reports,Supreme Court of Delaware,0
New York Court of Appeals,Supreme Court of Delaware,0
New York Supreme Court,Supreme Court of Delaware,0
New York Surrogate's Court,Supreme Court of Delaware,0
North Carolina Industrial Commission,Supreme Court of Delaware,0
North Dakota Supreme Court,Supreme Court of Delaware,0
Ohio Court of Appeals,Supreme Court of Delaware,0
Ohio Supreme Court,Supreme Court of Delaware,0
Oklahoma Attorney General Reports,Supreme Court of Delaware,0
Oregon Supreme Court,Supreme Court of Delaware,0
Oregon Tax Court,Supreme Court of Delaware,0
South Dakota Supreme Court,Supreme Court of Delaware,0
Superior Court of Delaware,Supreme Court of Delaware,0
Superior Court of North Carolina,Supreme Court of Delaware,0
Superior Court of Pennsylvania,Supreme Court of Delaware,0
Superior Court of Rhode Island,Supreme Court of Delaware,0
Supreme Court of Alabama,Supreme Court of Delaware,0
Supreme Court of Arkansas,Supreme Court of Delaware,0
Supreme Court of Colorado,Supreme Court of Delaware,0
Supreme Court of Connecticut,Supreme Court of Delaware,0
Supreme Court of Delaware,Supreme Court of Delaware,184
Supreme Court of Florida,Supreme Court of Delaware,0
Supreme Court of Georgia,Supreme Court of Delaware,0
Supreme Court of Iowa,Supreme Court of Delaware,0
Supreme Court of Kansas,Supreme Court of Delaware,0
Supreme Court of Louisiana,Supreme Court of Delaware,0
Supreme Court of Minnesota,Supreme Court of Delaware,0
Supreme Court of Missouri,Supreme Court of Delaware,0
Supreme Court of New Hampshire,Supreme Court of Delaware,0
Supreme Court of New Jersey,Supreme Court of Delaware,0
Supreme Court of North Carolina,Supreme Court of Delaware,0
Supreme Court of Oklahoma,Supreme Court of Delaware,0
Supreme Court of Pennsylvania,Supreme Court of Delaware,0
Supreme Court of Puerto Rico,Supreme Court of Delaware,0
Supreme Court of Rhode Island,Supreme Court of Delaware,0
Supreme Court of South Carolina,Supreme Court of Delaware,0
Supreme Court of the United States,Supreme Court of Delaware,0
Supreme Court of Vermont,Supreme Court of Delaware,0
Supreme Court of Virginia,Supreme Court of Delaware,0
Tennessee Superior Court for Law and Equity,Supreme Court of Delaware,0
Tennessee Supreme Court,Supreme Court of Delaware,0
Texas Attorney General Reports,Supreme Court of Delaware,0
"Texas Court of Appeals, 10th District (Waco)",Supreme Court of Delaware,0
"Texas Court of Appeals, 11th District (Eastland)",Supreme Court of Delaware,0
"Texas Court of Appeals, 12th District (Tyler)",Supreme Court of Delaware,0
"Texas Court of Appeals, 13th District",Supreme Court of Delaware,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Supreme Court of Delaware,0
"Texas Court of Appeals, 3rd District (Austin)",Supreme Court of Delaware,0
"Texas Court of Appeals, 4th District (San Antonio)",Supreme Court of Delaware,0
"Texas Court of Appeals, 6th District (Texarkana)",Supreme Court of Delaware,0
"Texas Court of Appeals, 7th District (Amarillo)",Supreme Court of Delaware,0
"Texas Court of Appeals, 8th District (El Paso)",Supreme Court of Delaware,0
"Texas Court of Appeals, 9th District (Beaumont)",Supreme Court of Delaware,0
Texas Supreme Court,Supreme Court of Delaware,0
U.S. Circuit Court for the District of District of Columbia,Supreme Court of Delaware,0
U.S. Circuit Court for the District of Massachusetts,Supreme Court of Delaware,0
United States Board of Tax Appeals,Supreme Court of Delaware,0
United States Court of International Trade,Supreme Court of Delaware,0
Utah Supreme Court,Supreme Court of Delaware,0
Washington Supreme Court,Supreme Court of Delaware,0
Wisconsin Supreme Court,Supreme Court of Delaware,0
